# Exported with SCiLS Lab Version 9.00.12376
# Export time: 2021-06-28 12:49:12
# Generated from file: Y:\Ellin\2021\2021-06-05 MB posMS lipids_DHAsublim.slx
# Object Full Name: PCA_06-05-2021_MB_Imaging
# Object ID: 4bc6ff20-b56f-4d2f-8ce6-2354ad0fbddf
# Object type: PCA
# Object creation time: 2021-06-28 12:48:23
#
Spot index;Coefficient 1;Coefficient 2;Coefficient 3;Coefficient 4;Coefficient 5
2475;-7525791.61351566;-23883355.0975728;21587668.0722515;9161639.95515209;401135.565650349
2476;32328281.4738431;-30683921.3300184;31110410.7833488;5187635.42597757;2196306.92094303
2477;1511924.87947613;-34824470.9256129;28816965.3712237;1418651.36641833;1383385.44742363
2478;-11637559.1788216;-38222037.8515639;28903669.6628401;-1058107.59723804;58331.6715433113
2479;-8367308.4950228;-41385950.0474944;29686133.687485;678802.52603514;1579757.32098257
2480;1041992.74270784;-44422070.3862249;30283037.6183557;-2359760.39029781;3224391.02168847
2481;-6957160.17838946;-48533805.5689621;27281659.4677998;-7192625.28938278;4545411.87756548
2482;-6837608.53140906;-49356097.2699944;29200237.9389972;-7044418.65095467;3893970.99426513
2483;21166482.8677075;-19761190.92133;22250284.2434884;328690.076184619;-1220808.32962992
2484;17450730.9743862;-5892520.25572579;16285611.6758771;18394966.7793301;-1770495.70846644
2485;25926100.0891952;-3998629.05192419;15866478.8202108;21508305.5062279;683864.480323012
2486;16992587.7729745;978508.454051605;7515728.29705089;15062447.3334658;1444589.74525251
2487;19438731.9326966;5091635.2278911;-247705.707231584;13240659.8170762;487920.391219566
2488;26415119.7560332;1958126.7773325;-2172076.97940897;13248510.942275;2109491.07485245
2489;15664201.766105;1209552.9924904;-249879.226290545;11826707.7010183;2711902.15494666
2490;30230974.4332469;941598.635122751;2149621.29816371;12077015.3683476;3546977.78107912
2491;21038075.5165143;-3393183.63770331;10193275.9164394;3429131.35391591;732454.675021053
2492;11633897.6136307;-22888124.7671575;12981938.8157859;-1814315.24426426;-466607.620769384
2493;11495215.1750964;-33357154.4046908;22984658.8988541;-3818791.6804143;-663358.034326738
2494;21390925.0044555;-41707664.055245;23701698.9158223;-3529199.04590167;2197321.1119146
2495;12775874.1428772;-33051972.8986515;17878987.7287149;-4376217.65132307;1371481.12237978
2496;13413110.8412593;-26379664.8512765;17109463.6344672;-3716148.38866923;209438.359568287
2497;22797165.9740765;-16671333.3680658;10845508.1936165;-4497280.55289746;-2245667.22480697
2498;34967955.7585955;-17209439.5436251;11880605.8228859;-4801263.95418608;-1703157.85338279
2499;46617373.8890826;-17539026.1135838;6447166.67357524;-4837991.01556399;-1621516.11634843
2500;21206818.5293855;-8906922.22120063;-1537272.74427589;-3778834.82390493;-231053.219346371
2501;20513734.5559351;-6097339.83896982;1283120.40178466;-2600464.74795553;2802557.84942749
2502;23093862.0857176;-4001950.01370036;1780789.73916491;-1732910.85562848;2934544.72684007
2503;25304666.2218131;-9237715.34892013;4587959.87891422;-2635971.24370809;2038454.42518854
2504;34428946.3350533;-15773089.5375779;3449127.64422222;-3626690.94721461;2646495.76795299
2505;38722619.288081;-14491647.6822426;7792847.52564585;-2814689.29735968;1173208.52522748
2506;39025055.955009;-1823214.48144573;6226391.39999372;-1297787.62178096;797426.501327529
2507;49035335.6409847;-1497566.71619209;11766150.8901119;-1031329.88647093;-1301648.51295612
2508;54462487.3314104;-4536074.85598838;10622806.4840969;-369268.935319238;-2450153.98012192
2509;57240077.6655274;-3400655.21620377;14706313.0976438;300508.257810746;-3913720.63186241
2510;49339504.3057295;-10644426.3202577;11837406.8237058;388526.428627741;-3919196.4359404
2511;34186701.7517058;-11356969.0098911;15186865.5636761;1059296.0260181;-4741015.56792254
2512;39099920.1613027;-16277287.6298589;18311487.2323126;851964.373913249;-3720486.54226025
2513;45183471.1315484;-20156148.5688461;20400313.6371586;61504.5124619435;-2885486.16187879
2514;32130171.1191627;-20223604.1597849;17498128.7762514;-1023550.86371028;-2798840.47737204
2515;29173757.672161;-17330348.3542973;14188420.0083613;17358.5010682357;-3361523.90851699
2516;48846950.1834034;-14882459.6537461;19228203.1086514;1295541.18171491;-4247499.5073172
2517;31337329.902046;-16150095.0519014;13758687.3194573;-332537.172670055;-3222806.28964468
2518;52762615.4791074;-25922907.2830637;18035837.7670779;-170173.241921276;-1331340.0304131
2519;32939098.7111698;-15560013.1999904;14824815.1855778;-694120.922751383;-3011169.52244516
2520;37174960.0728995;-20479484.427437;19698062.1876445;-399923.33246531;-2712011.57101401
2521;27605542.7756239;-23811030.095645;13305714.9909012;-2327818.02816254;-1501411.68755794
2522;12617870.6599538;-29341347.2235173;12647935.9436412;-4660299.44267505;1031550.51087754
2523;12069893.5626474;-33505943.3557593;14626938.3857453;-5523307.79405527;439692.648259526
2524;15473845.5841477;-30457907.3492467;15799697.3143661;-4438690.24950403;-116434.037159175
2525;22958827.9133507;-26540835.0581584;15478345.8629537;-2714603.62739498;297060.212156389
2526;18996165.0937684;-24315319.9638706;11669683.3738127;-2767426.06775206;1054260.92762468
2527;26722029.4556589;-24481629.9196613;14100080.7145307;-1610001.94309032;813793.152721705
2528;20749728.701789;-21105398.0558901;10645124.7101382;-2572155.21963675;1268040.76861517
2529;11690569.2791619;-27174259.3549352;12429362.1670359;-7110960.48542978;2548033.51297505
2530;10783977.4987388;-26744662.215184;9540206.6795915;-7368246.56185002;4002252.17831231
2531;3093100.80300033;-20831296.1326311;9077841.01762046;-5959225.5251404;2229751.15918502
2532;5354097.76828598;-28612979.9716267;6642337.36846434;-6135601.48227176;4909115.50903126
2533;-14564614.8844429;-18885898.1673962;1380602.76910199;-3120844.50725765;5517813.64297359
2534;34478938.6280999;-3384006.2024724;-4063659.44930769;-980430.606186705;5075120.41032755
2535;17704870.6288012;-12400743.6594401;2819718.21377696;-3064647.07986244;2626355.0305117
2536;6486726.66220194;-25120979.7915446;12518864.2581311;-5348214.25403599;1785432.39208063
2537;16771719.9609642;-23740940.9033449;12316011.6282368;-4953630.58047633;2996796.2895272
2538;37555035.8623468;8481682.02329656;-1125810.50368051;774101.404287991;2067378.05520327
2539;29807637.2411116;5885379.80041426;2536546.85805142;72275.0276564604;1671252.49034323
2540;17262177.4065076;-27128833.155514;13608516.7454765;-5350770.47871837;2563424.90254763
2541;31845614.5042361;-17661744.0068896;9084652.70591444;-3769473.81971835;3224644.07578707
2542;27230406.1791265;-7428010.50590706;2849073.80396841;-1349473.98527689;1155079.26192586
2543;25531713.3452971;6606295.26824594;-3197689.65126026;984538.72818767;1664601.40355244
2544;27121515.8215799;4249486.36814495;750820.450036475;377210.681921577;303477.805832199
2545;39094054.9214965;-7783857.18443069;4705044.02205031;-1492930.73962352;1424106.95979831
2546;27373988.4785594;-3825182.06868749;1288941.37340596;-682371.70071592;1208069.94564539
2547;17583125.388977;-13183938.4061066;4218110.62516556;-2435529.13037912;1737244.7175116
2548;35765251.3661515;-2516700.74403985;4767332.21914371;-393405.720998201;2156297.56789752
2549;36760208.8891996;-7412725.78542866;2591794.42617825;-1170967.11984153;3226883.11941098
2550;19448494.3647501;-34085809.0175049;11879738.1332369;-7383960.7807618;2373074.90235351
2551;21932634.1540336;-25241085.6909407;8318871.63108646;-5621564.87393129;655874.887730833
2552;26002161.1404189;-18777851.639256;7154481.5526091;-3204574.57071642;194505.503583408
2553;27058508.7202049;-15001542.4268555;2244996.47421791;-3985413.54207598;-146456.824757891
2554;52631145.8313984;-10456166.3559912;11631.8319566566;-3595875.10636168;-434734.096236742
2555;31838792.6554099;-4866094.44417258;-890812.288339789;-2830274.47165194;-1898556.51457755
2556;37473955.8149655;-1180228.60456603;-2160370.64721906;-2666494.1275348;-2440935.53018037
2557;35470728.2795669;-2382579.29007806;-3095076.56141648;-2078545.54344439;-2466637.33515726
2558;33640048.7949481;-1427718.53846588;-3957931.8044228;-1661663.76553159;-2793715.97232715
2559;40734911.4649372;-3706655.8997334;-6549280.02546081;-1992985.73537242;-2741051.32240559
2560;37104053.7510194;-331382.062859443;-5501138.44852828;-673966.644899058;-4168227.68697014
2561;40729388.172765;2675187.67190141;-3051861.29616733;-1273740.51672355;-3894659.7847721
2562;48331232.1265858;2731495.5423768;-4091149.10580402;-280812.743853777;-2715889.43929638
2563;43920833.3861695;4075550.58593094;-8447261.06544387;-1643799.57696521;-2822680.59066457
2564;48733987.9903395;6058930.62004188;-9461259.32527101;-1682162.19922067;-3462843.1607401
2565;42887981.0396406;10015136.6810951;-7231959.57125206;-2361195.83593666;-2428059.16944823
2566;48644822.4066235;8277724.59023794;-6154933.74903145;-2515080.39475532;-3806740.72710118
2567;54920432.3561634;8755958.89265437;-11180212.9948575;-1938402.18036751;-5376978.20943005
2568;59681115.3378998;14074830.7809632;-11105314.1437245;-2030896.51948502;-5983418.6239361
2569;50455875.9587421;15148889.123446;-14011848.0106013;-1491553.4981503;-4833370.69319065
2570;56488132.6948418;13512480.7460879;-13422172.1762058;-1012098.70413389;-3055564.55465682
2571;62456234.3639329;16060473.768776;-14589863.7106915;-1108484.17906068;-1914448.94332968
2572;47944909.1799172;19241513.4785645;-10592674.2151479;-1617544.72126871;-831434.418987758
2573;54599894.9230003;13840596.3354659;-15511789.7334277;-1153185.8470953;-1163877.79902577
2574;125202375.475444;78758202.4453647;17344093.7345286;-4197274.75635862;-6196236.26252379
2575;45747724.0444507;116185218.71967;104416768.938075;-7993247.47277352;-6705183.13425631
2576;11019399.3149095;91628549.5892712;78282944.7997297;-6721007.25789664;-5512139.00176219
2577;118785658.418525;9037280.0127479;-60920094.3286369;3917343.85241255;-1157053.19596763
2578;56142265.6397235;-3516920.86183431;-8758010.16196605;6171001.07739676;2784054.99442012
2579;12961142.7891307;591575.601387977;-6339436.22838969;10438057.9957989;1399208.33750481
2580;33412523.0274663;7883177.4110131;8047919.93788176;10589521.9581715;-767845.379837188
2581;98165516.378113;17838307.6620051;15175274.3019692;1492571.0842055;-7550775.08694718
2582;52725371.149885;8953575.91111612;19277537.5018302;1515783.86907928;-10025346.4495599
2583;52783164.4555133;2119803.63836721;22122846.269319;1054138.42494657;-9163600.47755854
2584;43032803.3566457;5636739.95499874;22400143.1951634;1100582.21677766;-8428558.10558663
2585;35134706.8099682;2772043.36722223;19376898.6093295;821315.996211971;-7528326.44083058
2586;59897050.4149894;-4542760.6268195;23571778.3743967;239234.302570737;-6428002.8816435
2587;39596443.4299866;-5957892.76250312;20429172.3264792;50798.6635650556;-4865754.55200933
2588;13580597.7578456;-9806399.61230754;16517114.3601579;-1507713.56880071;-4194935.53166669
2589;29862427.4632807;-11883955.794403;18649291.442778;-185370.050573878;-4362056.74636103
2590;10518298.7061151;-23363292.7794287;18398938.9419184;-1145913.81473111;-1179609.91021168
2591;7045192.99681609;-32486507.9457736;21529849.0619047;-2829105.01644384;426117.742872889
2592;20009207.0642739;-21521777.2724772;16265329.4109054;-1075816.1164372;-112416.604182041
2593;12640625.6685526;-20869272.6372771;23384426.0858985;3597990.39794899;910082.188484081
2594;-5384082.31044164;-18180456.9504355;22264137.8429747;7217541.05078438;1719091.02108904
2595;-2870544.42294288;-26374101.203431;26201911.6723777;9655553.00104433;1261931.92993627
2596;5169320.37264152;-28799120.2958774;25866122.6611866;11237366.3417405;1020847.26509471
2597;-6051016.81030767;-22993712.2305065;21210780.809789;9186127.83409022;517356.981014822
2598;4625648.16731212;-31765113.8673712;24050580.9179303;4276097.70027908;3000690.92774034
2599;-5926841.24964172;-34056994.8905382;29067755.2496569;11583504.5761952;1366821.12276218
2600;-4095123.33945318;-30131363.2284145;25091941.7608247;8234635.2510348;1689381.0400076
2601;22771580.8541521;-43459206.9417529;42433364.5854474;1732646.19671343;1222806.535714
2602;-9179427.59080639;-42329270.7319913;30416353.9631354;-1105688.91414238;1906475.57365174
2603;-14718870.47999;-32111487.2541243;25014445.6451668;4872947.67174839;614625.75839222
2604;-11744538.033206;-42225201.9928903;24307233.6693717;-4739558.30840324;3192020.17452663
2605;-14764008.8126664;-41314940.7249378;24170560.2190354;-4789670.68597245;1842067.52651725
2606;3009684.6678932;-26334933.0781105;19290397.0643913;2422018.53469781;3038313.56059121
2607;9320999.65995267;3125543.53795258;3010804.34294728;15994679.2103137;3194230.34057992
2608;13528972.8640421;2013433.71955561;2235403.45630312;16330336.9468135;2429975.05127073
2609;21405557.9141735;2508731.13972283;-501621.536017408;17883491.2964517;3225123.98118912
2610;15789895.2089801;5146124.22865031;-3146337.40882818;15306439.1887478;2569944.61777856
2611;33693482.1031503;-5200516.71795576;-491174.925526746;11818603.0233883;3025496.09646664
2612;33683755.5916215;-119827.880387151;-8982477.32015271;2269519.40871055;3455725.35732782
2613;51344688.5399829;-21699936.7148522;10224582.1972502;-2644074.63994897;2505132.90030013
2614;9266121.54613859;-30792726.0778514;20155911.6308628;-3003920.86386808;386183.059453334
2615;-1603178.77282768;-40355719.1217124;24862974.9797005;-1561216.66873584;1219620.1113253
2616;-3295582.33242119;-37653470.4816393;27914619.6703182;-1198388.59934727;-389951.352857142
2617;6220666.59092385;-41716970.2578214;30014875.3935669;-2714301.37459873;794042.619587979
2618;15670353.8431657;-30099666.1221761;21768723.3035363;-2324549.91745564;330748.318040442
2619;12639845.9687844;-17206270.9757493;15256259.5482383;-1849696.25248568;-596077.225805767
2620;22229577.9884735;-20760439.3924554;15182924.1041794;-4045245.59581873;792973.575311404
2621;40247769.1452126;-30620279.2830353;21476738.8374958;-5777103.24764565;21504.769967476
2622;37690141.3106529;-20762853.629117;16272109.4914278;-4648402.55310023;-2017229.22068297
2623;30176357.6037223;-22603776.4828878;13605348.5620533;-3612828.77734018;94417.1398883151
2624;22854416.9688437;-24589658.4649642;6083871.36583468;-4031048.60443848;2789149.23573505
2625;17832068.2449368;-21382550.4045581;9568356.54988334;-3500537.38174359;1603683.09505721
2626;15092019.3041937;-24162223.3307541;9979390.16110587;-3367690.86015414;1397342.54563508
2627;31341130.4110585;-25936173.5164196;14730726.9210144;-4643227.9180847;365003.28422242
2628;14090031.629851;-14129089.7286967;10334477.8539378;-2998399.80588904;-1295661.8000255
2629;56653180.8500709;-15722467.1121712;18841934.2403598;-3118805.29249734;-755839.305371219
2630;37692128.8330732;-14563201.7368224;12965598.2446915;-1926517.47486618;-1838482.31030515
2631;41201173.3780409;-14554861.1472944;14433927.4715696;-1603712.8274001;-4141258.0479789
2632;52348787.1341756;-9340330.33732393;18632632.0856279;-384587.121812976;-3995324.85788498
2633;42474245.5783589;-13682760.7469586;14253116.3108442;831937.057777665;-3601770.42318435
2634;45799020.4853096;-22366638.7116432;20472826.8188647;951712.022932363;-3801475.42516555
2635;43734530.8553341;-22041616.9765394;20679963.005765;809454.986636565;-4213211.40788435
2636;25387979.1684099;-13428647.3179698;12596612.8752916;481847.404278613;-4326845.37958148
2637;36457008.7128653;-17310918.4139394;14012573.4326067;-140454.63197646;-3124819.39738342
2638;29126642.5748864;-22753585.2098556;15136804.5282692;-2098509.44641301;-472648.266552941
2639;12455631.7447743;-24534527.4147308;12357633.5502205;-2740619.30085388;-886070.822675399
2640;26532936.2823131;-23091218.2026571;16088506.4897739;-1369517.76548871;-1307663.30283619
2641;23989384.777519;-18264917.7471936;15740716.1379724;-933.124710705007;-4207655.85127066
2642;37707301.0740269;-21341962.2904115;17177844.0097945;51792.0798533364;-3340818.23840731
2643;20796949.4727375;-23213868.1285708;14566774.5392573;-2141265.81377092;-2475373.79702274
2644;9641430.88110705;-30975222.1958997;14805094.6558052;-4963944.71817178;718285.341084807
2645;11594936.4786787;-27675717.0794056;12102208.4926318;-3701883.5218308;383377.683439235
2646;25760429.830452;-28200776.7373821;14849340.3823946;-3415546.35796825;-344259.570125228
2647;30661389.0521271;-30186077.1157607;14165126.9088269;-2218348.77315924;-81007.0477991562
2648;29905526.1664746;-27016660.3415346;15206280.9676888;-2836998.10211541;-168240.24792569
2649;26956625.1354975;-25787955.4413367;11700855.8652323;-3566233.1914034;582805.449692052
2650;2556460.48869006;-21041004.4616676;6462469.57915413;-3190340.21876082;307469.207766668
2651;18180236.0168206;-15952507.6013135;12908360.3308272;345366.888291172;-557.140514130237
2652;18624809.9194037;-17976689.845928;13447041.6681372;1307730.37439657;27169.8281919278
2653;4898355.39498287;-24555726.8002977;9307991.24390041;-6098305.23498948;2757884.99546131
2654;3983505.14703961;-22985779.7381122;6655856.48171697;-6435252.08899262;2632318.58439838
2655;90033.6592763881;-21884965.735237;4831183.44006663;-5692084.12566623;3153926.29927686
2656;-2772026.92756564;-26706975.2473329;6077467.0772059;-5702664.63253505;4380198.47331332
2657;-12128583.1196692;-23047269.730644;2188376.99301528;-3020059.45011932;6212774.36087076
2658;16773808.1324404;-1301158.48954584;-5653647.64120119;-1325235.33003017;2951386.62075161
2659;21510819.4457535;7670591.80164702;-162584.578453738;13490.8660436191;2851963.72958033
2660;4304104.25721538;-23288240.1285708;11527655.1870839;-4833664.1114647;1295986.02552076
2661;34934865.7857477;-7811904.4376179;9287526.76397867;-2776404.53547164;2281566.54547213
2662;34916428.0366192;10914261.2450112;1528888.28828543;435446.738874746;1881429.99078388
2663;26982019.6881212;2202703.41542466;3448906.86999026;-674908.033742986;1473619.21819113
2664;22161831.9677714;6059007.23085838;2504402.42777966;-21416.0956551156;1430588.9968766
2665;37548205.7673828;10727309.5971037;3178357.43589145;362170.122593815;1500559.61621086
2666;39010681.5040279;-3933.48902539155;3801640.74773761;-279080.110343273;2257917.15353462
2667;39044513.8911936;-2309087.28993647;2273357.29259825;110708.593455605;2084766.28258763
2668;41564277.1296283;-4731488.85216674;6178280.14150201;-67033.6360769783;2475665.95545863
2669;31566353.4564225;-267845.528125539;1651216.22984924;-115856.157963341;911413.310025362
2670;28626574.4583277;-7881348.30483207;4559580.31716798;-1414756.66477082;1582338.88427241
2671;28743956.4928759;-4927814.76840534;3832516.52513333;-496396.372550313;1572670.1879539
2672;9505443.00164917;-13675802.4006862;5615907.85175124;-2577626.96451314;476363.82827059
2673;21679736.1307504;-19746355.8352556;8172923.23255919;-4720553.06701021;888610.743453523
2674;21333685.8267722;-30720259.8994411;8547968.54523697;-7343523.10425425;2468363.51517305
2675;26172923.4267493;-23787570.0812974;5416909.23253401;-4540442.40948226;1454013.0209799
2676;22893077.0230009;-12764275.2304939;1981016.79625371;-3341423.44432212;449969.707589708
2677;33618175.9041936;-8839458.80164219;2801816.60417057;-3442491.1507428;-1065681.61865877
2678;46137974.6700355;-11020022.6718264;-1644434.02256718;-3408480.69118278;-488647.643161709
2679;50388333.6970841;-5497537.98434248;-1335241.69332502;-3125114.43764301;-2149645.09619037
2680;38809714.7889135;-1189265.69923932;-3722134.54520254;-1873255.04664746;-2745114.23617878
2681;42641497.8834812;-1167207.5625718;-4651180.57656847;-1566983.41982858;-3396409.64758576
2682;33336341.9766116;-886125.386263605;-2797161.49493032;-689007.859879155;-4131325.60878882
2683;44802793.5286182;-4658919.59167075;-3797064.88309559;-1418505.90638329;-2838890.92036696
2684;37045418.1487655;746619.586889008;-5044775.34327955;-1798258.65039403;-2488635.52951798
2685;47340520.5182624;2220555.64602507;-6276632.85225496;-1046591.58459926;-3145309.53397307
2686;28820520.3309561;6088691.87443237;-5964423.93232816;-354554.765992591;-3462988.61795612
2687;49116691.4907884;5668416.77201003;-7544474.17526531;-1588504.75067091;-3506442.72134223
2688;42750182.1369;10878194.8353883;-8698594.16240608;-2170028.56350155;-2907080.57885822
2689;49658306.1530558;11528078.3264798;-5948548.86252897;-2726216.20561693;-3047425.38340838
2690;39497156.3267058;9431972.28376322;-10393378.3422823;-2393291.82195098;-2963917.68986475
2691;49494226.0252619;12404273.0643776;-12308490.4424188;-2068711.41100717;-5095351.4068224
2692;53549173.3143516;14111582.9959071;-12240602.5853673;-1878955.6604996;-3902945.99965663
2693;54710826.3027517;17566816.4425429;-9128122.86967071;-1907970.00931845;-4299043.77167028
2694;62945375.7217332;16503942.356722;-11313944.356433;-1662316.53910102;-2856693.15618229
2695;36150396.4954666;13977023.4743896;-12709421.7030786;-1419856.43361068;-2087189.14674418
2696;54243894.2203473;13970637.245505;-11484440.6495101;-1859916.44549877;-728543.319967913
2697;92189400.6445495;35640857.570238;-36277750.7216107;140552.467715512;-7318494.17622497
2698;101372023.112198;78066564.2321796;36622695.9056602;-5123907.60728766;-4954495.5998929
2699;42848685.1915031;107923610.439044;94574400.3139368;-7310385.52927589;-6404915.50383613
2700;11345743.7385898;92142574.1915317;78228084.8445033;-6757461.24008931;-6691200.89649366
2701;50769089.8221086;-9435781.88335458;-26815904.2852145;422605.950189843;2691956.5220128
2702;38109927.3043338;-3361159.26773985;-20542656.363616;3335760.90980192;1897425.31380531
2703;-15893755.3912761;4195741.17562024;-7736827.26985408;6471199.17299025;823070.662263484
2704;14943968.2349577;-1092060.90734469;5580478.61091386;17435790.1469115;1744012.81385879
2705;71898730.7858822;6085511.31595583;16223823.1562408;11597679.732284;-2801520.00233296
2706;49983076.3522389;15835764.7560176;15721146.7165695;2631465.25600811;-7230757.07481394
2707;36677517.4919998;12596893.428697;14352778.198978;1775293.41205315;-7821242.20440812
2708;54055942.0238753;10805491.4281768;18352327.1586139;1901840.89735386;-7547233.28677944
2709;50696604.1643426;9626363.76415032;13292586.7279217;3202800.28887069;-6321948.29067717
2710;59150927.2908776;4201808.97690561;16087272.4176769;3426462.8077287;-3592415.28244321
2711;39011444.3628888;3709948.27794152;12865646.3672012;2789386.54143475;-4117098.16079966
2712;2956742.97754884;-24594301.6982154;14390685.6662037;-2989744.56328666;-336612.700519709
2713;8954061.28982523;-15994752.2131854;10681144.0022885;-793794.128420874;-1738634.61262152
2714;43543774.5970407;1186224.26697577;13312246.4689649;1571471.20354211;-3691178.29417141
2715;59247586.9365559;1937915.7297578;15816085.73206;1189248.7220947;-2121854.79498527
2716;41647043.2807995;-7197478.64688694;17235336.4610291;8391805.25205561;2827900.07152598
2717;34344299.9741284;-8685738.43986244;15723082.9854765;5889264.44493582;3728180.54973996
2718;16498311.9101678;-8719752.79889548;11637943.2558159;3388575.07870882;3233942.03421467
2719;-6897304.2992395;-20427946.6989387;14486365.4640185;4832286.81531402;2243886.26182183
2720;-9747683.56319495;-18951782.7323494;16667287.5257971;4071773.27191164;1022247.78071922
2721;-5648241.97086068;-24363511.4531535;18587907.1132867;3970110.8164342;1244894.46453666
2722;35416105.806968;-41692980.4901933;54636758.9656562;10364157.4694294;3240648.62648397
2723;-16598417.667934;-29796565.4485327;21925422.1089369;10495961.1679727;1861092.09567828
2724;-10474022.3220133;-31396514.078508;23660530.1627257;6513579.6360191;1035393.13224095
2725;17201549.424199;-41575978.5170796;37950095.1284198;3925849.40379889;1195841.45128201
2726;16187453.4174205;-40809203.0461134;45589897.7428707;-29545.3185216978;243343.997485743
2727;-15350592.8832593;-43586574.254767;26421863.5266283;-3300351.20591816;2369982.93701082
2728;-16681693.9315042;-43316474.2631151;27519151.5517327;-3928577.59788009;2662439.55902619
2729;-20139935.6304269;-40006380.8668064;22660272.8486819;-5689784.76189031;1683877.61919423
2730;-8132439.92134112;-42127842.5576736;26034840.799972;-5844927.68218097;2473912.40211659
2731;4043676.07106722;-25594149.3533346;20099103.9464106;1670926.50359027;3679911.92604561
2732;4676266.24416786;-9920833.92740779;5595785.25859909;8471976.97048707;3112209.12268684
2733;4340686.62901325;-6526931.14908753;3501814.0212778;6770608.64254291;2387661.62754726
2734;-423431.94918313;-22324291.1674096;7835137.56523096;330671.717752154;3054795.22677198
2735;-8627081.23083479;-24811916.5922343;9364271.51887134;-564414.519389346;2373621.61019049
2736;12786549.8258677;-10085304.6965224;1948335.22420399;-1400768.85592437;1379586.04910699
2737;1173394.53972519;-21445021.1085469;12065897.4786098;-3392090.05019656;2267511.71273158
2738;-3266094.42695351;-35787242.3750423;21531877.9036367;-2213976.44215914;800244.356189086
2739;2130417.80644525;-37025363.5742552;26364814.9788894;3203759.91986067;-1034612.6283036
2740;-213422.420842747;-36695318.7410883;28406746.0026985;3310393.48119782;-1372738.17534049
2741;-991816.234859927;-41687580.4224905;26219978.0381464;-1630089.29447785;796645.505694652
2742;-124735.692450156;-29918674.9004992;17531056.9632251;-2484988.4634171;508038.421979458
2743;-3521158.41326659;-16885676.0139395;9276286.98367526;-924050.313144893;-152355.647940769
2744;12081383.2118849;-20345212.8747436;13033090.8912473;-2154592.75202738;1751810.0279193
2745;5449497.68724363;-19764035.224222;11214213.7156549;-2384662.00948165;567550.04782963
2746;9687294.64581322;-14610252.5479084;11276694.0015467;-1677183.12646339;-47817.0027413356
2747;4735571.07905478;-18215256.39335;9470218.75525518;-1938560.85058836;-306269.340674433
2748;15021698.801881;-22759832.3437681;12041439.5061533;-2634432.26405098;720119.583517951
2749;24668449.3682477;-17763218.8924304;11765867.4960148;-2413391.51593431;2047869.59719886
2750;27207557.2532407;-19000618.4482247;14600073.5911237;-2419269.45900702;1719882.76708201
2751;28652152.7691229;-20172550.1587583;16271003.9981061;-2829717.92681888;918569.088053074
2752;37577907.0752966;-27938139.6741095;20266498.7279342;-3865457.36587698;310704.129535179
2753;35104284.6496884;-20330545.2899142;20700318.0308409;-2409918.19512288;-3815438.72550828
2754;24352273.1275782;-24304836.489453;18126519.1326955;-1944550.90563038;-3126145.19000682
2755;22963859.5805186;-24197738.4238216;20517055.6485424;-1120942.18944884;-3773433.05848162
2756;28450527.6744853;-22671066.3220306;23297868.8373661;2178524.92859432;-6241967.08767228
2757;37034117.0226001;-23336070.8944378;19867512.7216579;-770054.0762702;-2419154.24182725
2758;26173918.9407866;-15236881.8582548;16718360.4326268;128079.053986658;-4963905.19123936
2759;33683629.8395032;-15109675.4726507;15349187.24693;-277819.57270115;-4717176.61919182
2760;39677274.5054132;-22144596.4134437;12917593.5910627;-33861.7689423468;-2571674.93813314
2761;42491925.51229;-18418636.3933033;18616320.9532799;107064.049098852;-3725267.58836786
2762;31234086.3709657;-17680019.5069989;15471990.4397491;115869.053594622;-2504442.42489191
2763;19194726.1409624;-12548517.3765062;11073615.7216143;106992.746794046;-3704316.68362188
2764;17528292.8940606;-20174928.7057629;10470467.4165741;-2613551.59825088;-388910.88449527
2765;17104057.335305;-20383122.7930757;9068634.69800175;-3697370.8399144;-460672.002923964
2766;13449713.3091289;-33432894.9103797;15357620.325967;-5616284.88117608;1973810.99925487
2767;9743798.26555895;-24470971.7727269;14669548.4497878;-4322575.78089542;-456985.2719831
2768;12708959.9879201;-20102895.5088922;11133181.2386801;-1971539.11151593;-1708384.61779111
2769;18865546.3498277;-13248648.5189947;11528484.8840864;-1281141.07350064;-3382881.62162414
2770;14091787.791789;-14640036.7654888;11155176.4240826;-301259.29450107;-4124916.67102237
2771;11735513.4758502;-16274573.2821884;7611745.06270534;-1311994.71075856;-2453593.8857193
2772;17357390.5749666;-16646888.5413373;10440234.6216714;-1053571.47075975;-2612287.56985085
2773;23673652.6440571;-13041470.1833121;5224331.85901023;-1387616.04305407;-2073352.65343526
2774;14023002.1633407;-9955974.2369828;4069434.21747578;-1415646.4390928;-1981467.20801212
2775;17884949.6385106;-14119471.4237878;9110632.09898875;-1654205.74691476;-1725721.32293408
2776;13482141.8342673;-18327049.2406908;12323990.287157;-749960.444890229;223753.647165448
2777;17030871.3138398;-23527328.3113025;13103805.8616725;-1971993.0112431;59873.1063857788
2778;8052613.28305915;-23857984.8131593;10396575.2336295;-6414660.11231086;2631940.10419608
2779;-7555649.22298561;-24038615.6336811;7017517.37221807;-6173984.13000218;1853199.81136728
2780;-11776974.2161003;-22315762.295153;5311375.63067248;-5533923.0951203;2456642.93264068
2781;-10479158.6060309;-27154060.4929185;4922908.91549335;-5297825.02271092;4828140.73982488
2782;-24593290.5068268;-13360497.5140455;-6623649.66958878;-1287156.36983289;5615657.5238106
