# Exported with SCiLS Lab Version 9.00.12376
# Export time: 2021-06-28 12:49:12
# Generated from file: Y:\Ellin\2021\2021-06-05 MB posMS lipids_DHAsublim.slx
# Object Full Name: PCA_06-05-2021_MB_Imaging
# Object ID: 4bc6ff20-b56f-4d2f-8ce6-2354ad0fbddf
# Object type: PCA
# Object creation time: 2021-06-28 12:48:23
#
Spot index;Coefficient 1;Coefficient 2;Coefficient 3;Coefficient 4;Coefficient 5
123;68330697.3011965;5953516.60472475;-18033539.4585467;-2649849.89564126;-1809150.32742824
124;72969284.4669756;4388368.13775666;-17110048.2529671;-2622731.19245501;-945315.076841164
125;78664105.1175175;3763363.71088926;-18581262.3342233;-2949858.28221184;-2006053.97357257
126;75291303.9769658;5641988.84666504;-18649180.8764287;-2826012.34006481;-617890.476749348
127;80767161.2841403;14382850.0207037;-22949212.860516;-2498702.406121;-3539391.04944151
128;149099498.870108;29535492.1129363;-39212588.2096744;-3291079.2423455;-8172093.71509325
129;56485925.9269013;9164808.28159251;-13207046.8712846;-3220596.1594766;-1648075.71098664
130;78278292.6920469;15166571.1657716;-13944160.4905478;-3217400.32240125;-1735565.50691766
131;87608823.8171685;33636564.2093347;-12831274.3586976;-2475052.47166658;-3582734.95991905
132;102352792.066675;14054960.5513481;-53523120.0328788;-578298.736050559;-7690450.1420184
133;16436641.167861;20364780.801569;-18141120.6432001;-2369481.64283364;-3852649.08002382
134;55740037.9257153;17748464.9913632;-43812001.9518939;-1215922.23017508;-6655782.74498246
135;-45269115.9579039;24892513.707564;5264818.95083099;-2023979.2251646;-2872726.17198598
136;-59451278.6487516;24453160.2660897;7126205.00365796;-1935849.85390445;-3034544.73799817
137;-80771048.1978761;7565353.18989129;-9740996.6735932;-141747.255339736;-2026898.65592788
138;-76120937.324088;11214094.9671968;-6046754.71822798;-397684.506410992;-1778652.64504648
139;26858394.4295301;37747392.2771981;-34573896.2413477;-1234090.28399093;-3447442.6060011
140;127419687.573067;29479933.7970394;-71606903.5391492;225885.678188506;-7425039.24563966
141;117430276.653226;22302500.4335669;-63800187.3043643;-632224.180152539;-6333105.9217485
142;82202797.3719192;8046752.26082776;-33007122.6681226;-1719479.77138148;-2372542.45192515
143;55784779.070102;-4665804.78532327;-25534336.3905306;-1530913.76603278;2094647.26351947
144;37281403.0963772;-259095.791997024;-21583373.1860736;-1326413.3112688;1405634.55872019
145;50203107.2260955;5377173.23936753;-23474031.9752342;-1122508.79601926;1807658.01557456
146;57809877.4458105;6421397.19805615;-18232145.1007586;-2021673.22949609;2239158.41966718
147;69440879.7341876;5326915.00834257;-20059074.2114007;-1363381.58046112;2849050.72255933
148;118547243.013665;21405428.5806878;-48208537.2962713;-867486.019429009;-4132801.11265968
149;55495010.4406297;7602942.13131299;-18055761.4639094;-1983863.51239438;1732845.64255516
150;62199076.7226941;6663562.16891707;-20625631.0682272;-2630114.99303202;414952.753248334
151;71997980.4685384;5739846.35340249;-18963762.2149888;-3025796.30775655;924411.901449429
152;53709506.9855734;4580519.09634287;-18522496.4787612;-3239149.92223811;93603.5056840364
153;61030822.8484647;1776329.00494698;-18512603.8561313;-3369240.44303963;1109997.27067458
154;60482496.5937886;7586936.9498625;-17361111.1860674;-2823445.21340027;-1319734.07265063
155;89320699.8619203;3168276.47329837;-23593136.1694416;-3421130.79682888;-763035.063564263
156;72522270.2755721;7008291.97947773;-19819337.1421249;-3289247.43196888;-1008862.01010598
157;66602548.3429607;4782442.44890921;-21225277.7034776;-2989299.86865023;-1759093.43015322
158;72396419.6288527;2739461.0486596;-20219454.3697956;-3911642.43580837;-1818509.3016137
159;66110858.9931321;3175491.34846909;-18190255.5337191;-3462569.68524713;-2075132.38155431
160;61443953.2904097;3090467.61931232;-15670989.3849815;-3075308.58851316;-2950576.79309689
161;60166954.9520116;3963543.79727741;-16609776.9498269;-3460438.49668673;-3356310.5645718
162;80859679.6374288;2852973.69065746;-18251307.7538395;-3278215.79995715;-3342913.83758652
163;71133789.1268717;2844445.10616843;-16707282.3674691;-3544629.42985375;-3525572.2237479
164;73619554.5848044;3542048.81142157;-14732913.0618231;-3703992.68904673;-4437810.79733154
165;82269952.2313275;2190149.10101924;-14300084.2880781;-4116393.20876282;-3658059.33195114
166;73829911.5895557;2903136.99163835;-12810386.9801531;-3687102.79339936;-2918449.02090344
167;58112702.4954056;3263097.74820269;-15302986.2202513;-3203716.23523952;-4923522.47649294
168;88003958.9251981;2971995.94198081;-15119611.8344282;-3766784.94102659;-4707519.27744035
169;80994090.4632844;7464585.40184434;-17091609.8186381;-2370243.25196822;-5408039.14891596
170;73151083.7974614;6262322.11562957;-17726678.4437988;-2698859.20097192;-4762547.46910969
171;82826626.0141571;4681185.93027838;-13582535.5568893;-3289133.9963463;-3841925.89013075
172;75333366.1905795;7537900.75964782;-15522881.5872895;-2996258.25767677;-3969152.75685646
173;83086031.9235213;6046402.97023817;-15865633.3341226;-3067221.48956955;-2819862.39284367
174;77589425.5701398;6960463.07572551;-14851420.1384715;-3001848.54819632;-2990367.82504812
175;69088092.0179281;11506573.6963927;-16099635.9972504;-2872100.71762565;-3828927.02971532
176;85012110.8033869;10005868.5482454;-18197138.9733188;-2848475.74669261;-3262754.03817608
177;78641962.6714674;10301049.7058215;-14019995.3867511;-2931396.99249882;-3382084.09447509
178;86092861.4018735;7903864.86276539;-16114446.3510128;-3415362.53786953;-2312104.62537665
179;71946178.9825358;10633879.7828049;-14120250.9433877;-3080535.46208238;-2580281.0188914
180;124094188.539911;16396082.0058297;-34194593.7597857;-2422569.91602774;-6176467.12190812
181;110940405.53881;10665485.8193149;-24599326.2978502;-3105712.5369159;-4191681.79442228
182;115444254.576421;9258396.05364132;-47920603.0031552;-1961217.50759523;-6219916.14999349
183;117612444.676685;25165968.4942573;-31964770.4781587;-2223643.70562975;-4732478.79991441
184;97895380.3437403;35021444.4596216;-39583930.2579516;-1362039.1589977;-5469205.48828139
185;42240052.9566407;39995652.9893856;-31239888.302458;-900657.210125896;-5181881.89658645
186;14573118.2728935;34764824.7940116;-23847183.2656378;-991061.965653494;-4250744.94337058
187;12858294.5374978;4444467.92650375;-63991938.3218003;2341461.93054553;-8372377.91086376
188;-25640185.5397456;1775373.29287166;-47958981.9956344;1086412.96201692;-6061981.5510294
189;-51755145.8193813;8892349.06866193;-24052212.5067;-357667.398820211;-3229692.64662407
190;-60633712.0815579;20495229.8689563;-1162666.22306753;-1295637.35198269;-871692.744142282
191;20119124.8334067;36083033.1491866;-23174752.340266;-2339502.17469503;-4072176.40680651
192;128594573.831659;23493829.2953788;-44919451.1256711;-965780.346834685;-4539023.95115914
193;123777939.726178;3897094.97700077;-42625092.5982931;-1581674.89729351;-3197838.00181324
194;59261592.3577492;-6060467.88463743;-15414666.6151621;-2076209.43856999;1309314.79382019
195;64147187.2899518;-6649286.11758312;-16785760.0845464;-2108578.51393998;825245.803582729
196;56863394.7326;-4949398.0541628;-15314482.3333562;-2168341.28937807;1564132.43267183
197;37847309.2034001;4037263.36003473;-18831962.5978243;-1488133.4973892;1993343.41578058
198;66184444.208628;8330449.69738448;-18575380.451974;-1315097.90500452;2752215.77364366
199;63769379.3417289;7602545.9906519;-15426292.8511383;-1245649.92679382;4135583.26965637
200;78808329.9313329;5435346.49800237;-19029525.6439906;-2407834.63725095;3458730.91872116
201;67357428.61327;6896496.12619572;-14432536.2382201;-2703896.90095547;2700386.95877401
202;67267887.9165116;5536675.64356134;-16396843.6945478;-2959090.47390113;1407429.83994377
203;73373050.0711762;4594339.15422421;-17272885.7637887;-3126241.33762022;1139843.07631665
204;67855560.6113344;3339766.27398654;-16636864.5042459;-3069273.11681794;891492.191307748
205;76262187.1484413;1719172.2626205;-16834222.1977119;-2865743.19117138;2023758.08388965
206;56531279.6850254;4193254.51998125;-15219514.6585126;-2649324.03124293;118506.209588707
207;61041242.3272703;1716101.64350315;-16745387.2024091;-2901479.04930912;-283129.513558938
208;62201201.5316272;2750480.63911169;-17700307.1010128;-3025679.43500732;-467965.502249369
209;67891636.9689796;2537973.24964696;-18327034.9637561;-3373500.51787186;461314.166586937
210;70196935.242937;1873191.88063041;-20079475.1163368;-2842692.90523127;152699.257470247
211;72133935.5973154;599112.873341338;-19885841.8129097;-3774472.45406522;162090.177654891
212;76577579.9527052;-745205.57502625;-17536397.7040638;-3263593.83843987;-1539594.96372675
213;58058186.7583573;3024222.50427128;-15178891.8077741;-3232689.95443721;-1353385.00630984
214;63496141.4638407;1843699.83708291;-13763793.227201;-3558373.12372368;-691460.30050921
215;85087966.9450553;1285016.45690394;-15736573.1791914;-4143298.4122188;-1492717.26330168
216;58194801.9383431;3796635.37613981;-9419547.35193132;-3980222.13483923;-2268189.27350054
217;67258695.4996022;1432381.22632273;-10341380.7645638;-3638456.42225592;-2958116.60848767
218;64492695.6189826;660176.762056901;-10464254.1182636;-4173000.23201372;-3013946.76347161
219;64939063.9372992;2090930.72068739;-9864806.63575147;-4113825.0890212;-3457862.93495931
220;77354759.7194356;173615.541288479;-10119378.5829806;-3290517.40882303;-3931434.5154399
221;73641798.0394671;1195458.91527721;-10918693.2214615;-3809916.86882502;-4499900.66893189
222;81962700.7087286;1842017.75379874;-10176173.8686581;-3345860.97521676;-6288092.74998108
223;79854957.8733314;745672.726510409;-13821564.4365894;-2517951.52780926;-6261035.77156904
224;86973775.9332042;-208404.285696754;-15015311.0813245;-3370500.10037514;-5323042.61658406
225;81324350.0316989;3111604.33880581;-12944035.8633447;-2774294.92959195;-5201275.76891965
226;85904625.8965377;7976855.78224189;-13972088.9725506;-2937589.25270031;-5659363.64255822
227;80123705.7928941;5880895.34792469;-17654594.1487867;-2609847.55252332;-4472700.62931784
228;95910347.0114759;4118988.14034039;-18254436.2053117;-2889754.82032519;-4513491.96709629
229;87204456.1619738;7983958.93400792;-15871515.813503;-3093842.58311114;-4103769.51384335
230;103396156.605485;5913923.03943578;-19189172.4677556;-2241218.04928587;-5453745.63057937
231;93795968.3753021;9514462.98023684;-15287156.3778787;-2962318.04069222;-5031971.0217108
232;78395797.8608143;4020139.02290612;-15372089.7516591;-2907117.03754544;-4250939.92200769
233;91281096.8661307;8046936.06759122;-12882432.8806716;-3047333.69465278;-4036910.05089561
234;82623823.9567697;10152637.5305137;-10061803.9008789;-2571718.77175441;-4056489.31319122
235;110023327.564105;13575600.5821525;-13274869.9116841;-3150317.23238635;-3644039.94924226
236;86532215.263377;7507456.48252414;-11668405.425901;-3644266.85101553;-938536.08620737
237;105308342.979811;8993997.07702786;-22521568.2939995;-2647096.95399785;-3535365.36503444
238;107363738.282711;7836016.06845278;-22662746.300884;-2805504.05850217;-3304704.46552859
239;174189011.967009;17552431.1928228;-48066928.5748068;-2660794.23487589;-5076857.9504607
240;198965217.434407;61403728.571605;-86362467.0631216;1401453.82652236;-8579077.22484752
241;38203811.6570462;47714081.5741975;-12827145.1401811;-2425344.68003824;-3147095.58720547
242;39165497.083222;8155450.24082662;-56695656.3324356;3031880.83041662;-3988680.14637312
243;-23493258.5685749;-5795425.63484807;-46334149.025656;1885441.8264884;-4072567.81004016
244;-39357389.3643729;-2856508.79348076;-45925896.2438726;1153163.16942392;-5838114.86834938
245;-12590157.4420082;1830607.16290094;-60129561.107625;1783965.41521085;-8866687.86064805
246;-2539259.60880706;593837.611835481;-64224513.5444883;1472345.73749505;-9616270.87758997
247;5958528.49720082;-2224997.67004866;-66421253.5763543;1777081.45828036;-9250221.07982281
248;14600788.2848304;-1572891.96529584;-71024407.8001826;1304741.06383307;-10210989.7097022
249;61737694.4255523;-3448176.46940954;-73701864.4059013;600670.121911796;-8219217.94548278
250;102181148.129604;4780987.14722779;-44823544.5070504;-2135051.7422019;-1855006.05109957
251;44822788.3277511;-1481555.1869414;-16669748.6875868;-2307453.88852383;988913.177734987
252;49795938.692943;-2482002.70324269;-11231014.5148166;-2222984.19724298;1800688.96815852
253;55196315.6742607;-5256290.87513174;-8075348.32013352;-3057287.22310377;2483912.0709409
254;50618609.4500076;-2237057.55012217;-6735103.16384045;-2136494.35431059;2139076.00303501
255;67208372.0292986;-943154.337686942;-7053205.23798904;-2124967.14968467;1851061.10006662
256;70518405.099555;1570610.02296221;-8378902.94135523;-2215113.77445145;2162895.97604216
257;64529638.9157909;3371755.73661707;-12631294.0025035;-2346141.48151808;2602386.16702014
258;71131927.6771499;3932144.86747645;-17506554.0368569;-1831569.68506495;3475551.4262453
259;62233442.5324551;6719632.12092738;-15290804.8603334;-1741021.94888324;3841312.82460905
260;55708290.9886135;4192386.98251326;-17502526.4415201;-2529498.58606104;3502569.89128553
261;105139180.573357;7859902.61254004;-31808656.8348806;-2411633.82651798;1893834.05409476
262;64731423.4736485;4259304.92847412;-15427125.7516393;-2752171.05336235;2698263.27148188
263;64712343.3945767;4090500.90203123;-16718429.9172569;-2343249.69055237;1859937.02201687
264;63263566.8279764;2455452.26095735;-14963976.4088205;-2860407.82467573;2445172.57077525
265;70999559.2401168;2650527.72165577;-18921882.0597663;-2817707.55040102;2788633.08876947
266;65867350.4399216;2384832.78883376;-18147408.6490749;-2488178.10391538;1389476.83146115
267;69834049.4720019;2407258.24258997;-15958690.4545508;-3038079.3177499;1626653.01491792
268;61446766.4608659;1717236.94985682;-16101847.9918579;-2969615.59630229;1896332.65874358
269;70161102.5907663;5908197.4599272;-15182969.3799923;-2920627.69873858;540515.626719062
270;67356632.3035856;2783957.0840119;-17359219.2652227;-2993380.95296809;-469444.611647805
271;70106246.7703152;2577921.37297763;-18796299.8683493;-3258900.38157309;-452604.911208471
272;63371086.9641796;795709.809270389;-18175981.0278685;-2752264.08193564;310952.813856543
273;75908383.5664666;-797530.42280518;-17333157.9663122;-3194513.02427828;-512716.295716603
274;71448965.2398294;1892976.21926059;-14394562.1574793;-3626535.86002169;-784526.061929217
275;70003165.0979896;1835595.05050575;-15676035.9755433;-3187983.60931433;-1077440.59132416
276;66187559.6538932;2720081.19654928;-10733739.887953;-3475443.2411234;-1113927.24344615
277;59564566.2480607;4485071.15425782;-11922012.7613843;-3406486.82350783;-1634956.95775314
278;80220323.1881688;-807434.261362382;-12096823.2742699;-3977547.96791806;-109151.259139523
279;71313962.2812114;-1451714.27000842;-10032593.934406;-4064351.41095763;-541496.408455151
280;70468244.9092456;-1183253.15861602;-12044713.491958;-4051800.38502028;-1566396.79314616
281;68926283.562019;706734.420981952;-12577814.9290231;-3820289.25389489;-2882130.12394517
282;77568276.3712171;-5491795.22020944;-9550028.54722317;-3723611.368337;-3082754.56266162
283;93722567.7470321;-3410411.90601809;-7576082.45560928;-3638692.10193902;-6093105.44109749
284;83222218.4249837;-4285712.30885219;-9407445.65767263;-2831239.88523697;-6180304.17995968
285;84899784.1154863;-1817922.05667521;-9029971.13823484;-2575867.99735155;-6465721.82725592
286;88982640.4478441;917219.220369577;-13764706.3814377;-2714143.74496968;-5778516.53612082
287;101507555.314182;-1043885.79107185;-10441750.9858196;-2534028.08661909;-6673619.25655759
288;89849778.745399;-33804.067686029;-15503401.4757669;-2739245.03933959;-6044914.96635262
289;77501863.5153483;3601705.38397985;-13850681.4128953;-2348249.98285813;-5879178.90725452
290;93968441.4597362;1860335.47870907;-14297117.090373;-3076804.20822683;-6511598.31770634
291;91870831.4042412;3972893.56201112;-14839225.2112219;-2444754.2270871;-6098121.84548804
292;90063117.0018629;3945221.56021517;-17913223.4574758;-1847832.65563868;-6563033.46746155
293;89309135.3592667;6551347.27162024;-15898801.5108058;-2391623.35539643;-6456814.6281904
294;103847620.978403;12281779.741278;-10896818.3763625;-3038910.30141379;-6874422.91215125
295;81995435.4033443;12233788.0105884;-8739285.40364467;-3230316.2096814;-5400347.41518376
296;84595839.1232482;10537668.4695897;-13034403.7584119;-2835420.18924347;-4200266.34477591
297;85584063.072978;7761370.08747264;-10727162.1150626;-3217308.41336679;-3401696.26411569
298;93903290.2066982;9898691.00933108;-10228464.348685;-2946897.56502712;-3246178.02677232
299;88530482.1012514;6475741.27520908;-13338399.1671658;-2422917.24894842;-2069090.43906412
